N1108,DE,ALTERADO,PON,obs,PORTAS OCUPADAS,PORTAS TOTAL,ESTADO,MUNICIPIO,LOCALIDADE,TIPOLOCAL,LONGITUDE,LATITUDE,NOMECOMPLETO,STATUS,SISTEMADELOCAIS,DATADECRIACAO,DATADEATIVACAO,DATAPRIMEIROCLIENTE,DATASUBSTITUICAO,FINALIDADE,PROPRIEDADE,NUMEROLOTE,LOCALREFERENCIA,LOGRADOUROCCE,IDLOGRADOUROCCE,BAIRROCCE,IDBAIRROCCE,LOCALIDADECCE,MUNICIPIOCCE,ESTADOCCE,CEPCCE,CODLOGRADOUROGIS,LOGRADOUROGIS,FIDGTECH,NOMEGTECH,DESIGNACAODOFORNECEDOR,COMPRIMENTOMAXDROP,LOCALIDADECTO,STATUSCERTIFICACAO,PATRIMONIO,LOCALDEINSTALACAO
D3169,CTO-CMP-00880,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,189824","-22,640393",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00880,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,630,,RUA JOSE KALIL AUN,395651,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D3172 ,CTO-CMP-00881,TA18167,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190305","-22,641164",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00881,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,530,,RUA JOSE KALIL AUN,395651,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1878 ,CTO-CMP-00882,TA18168,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190333","-22,641543",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00882,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,741,,RUA FRANCISCO CEZARIO DE AZEVEDO,395349,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1880,CTO-CMP-00883,TA18169,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190888","-22,641241",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00883,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,665,,RUA FRANCISCO CEZARIO DE AZEVEDO,395349,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18170,CTO-CMP-00884,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190517","-22,6423",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00884,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,140,,RUA JOSE MORAIS,395882,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1900 ,CTO-CMP-00885,TA18171,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191214","-22,641746",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00885,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,75,,RUA JOSE MORAIS,395882,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1903 ,CTO-CMP-00886,TA18172,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19086","-22,643062",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00886,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,825,,RUA OTTO HERBST,396166,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1975 ,CTO-CMP-00887,TA18173,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191641","-22,64245",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00887,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,719,,RUA OTTO HERBST,396166,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18174,CTO-CMP-00888,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190738","-22,642007",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00888,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,420,,RUA JOSE KALIL AUN,395651,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18175,CTO-CMP-00889,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191124","-22,642784",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00889,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,74,,RUA JOSE KALIL AUN,395651,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D3184 ,CTO-CMP-00890,TA18176,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191789","-22,644079",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00890,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,160,,RUA JOSE KALIL AUN,395651,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D3187 ,CTO-CMP-00891,TA18177,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,192316","-22,645113",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00891,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,44,,RUA JOSE KALIL AUN,395651,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D5051 ,CTO-CMP-00892,TA18178,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191719","-22,645733",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00892,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,550,,RUA LUIZ LEFLOCK,395904,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0650 ,CTO-CMP-00893,TA18179,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191248","-22,644823",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00893,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,650,,RUA LUIZ LEFLOCK,395904,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18180,CTO-CMP-00894,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191284","-22,644553",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00894,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,55,,RUA 7 DE ABRIL,396905,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N0979 ,CTO-CMP-00895,TA18181,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190897","-22,644871",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00895,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,979,,RUA 7 DE ABRIL,396905,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N1085 ,CTO-CMP-00896,TA18182,,ok,1,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190073","-22,645547",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00896,EXISTENTE,Algar Telecom,"44699,63058",,44986,,,FRANQUEADO,1085,,RUA 7 DE ABRIL,396905,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N1195,CTO-CMP-00897,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,189391","-22,646116",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00897,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1195,,RUA 7 DE ABRIL,396905,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N0549,CTO-CMP-00898,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,188932","-22,646737",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00898,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,549,,RUA 30 DE NOVEMBRO,396900,VILA FONTANA,12739,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N0067,CTO-CMP-00899,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,189276","-22,647425",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00899,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,467,,RUA 30 DE NOVEMBRO,396900,VILA FONTANA,12739,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0270,CTO-CMP-00900,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,189855","-22,646804",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00900,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,546,,RUA ATALIBA DE CARVALHO,394812,VILA FONTANA,12739,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18225,CTO-CMP-00901,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,185995","-22,624797",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00901,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,217,,RUA JOAO MARASCALCHI,395627,PARQUE DONA ESTHER,12711,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18226,CTO-CMP-00902,,,Não existe na Rua,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,185456","-22,624213",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00902,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,285,,RUA JOAO MARASCALCHI,395627,PARQUE DONA ESTHER,12711,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18232,CTO-CMP-00903,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,188375","-22,623569",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00903,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,63,,RUA PAULO FREDERICO ROGGE,396395,PARQUE DONA ESTHER,12711,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18233,CTO-CMP-00904,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,187915","-22,623079",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00904,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,140,,RUA PAULO FREDERICO ROGGE,396395,PARQUE DONA ESTHER,12711,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18234,CTO-CMP-00905,,,Trocar Portas 1x16,1,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,187384","-22,624272",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00905,EXISTENTE,Algar Telecom,"44699,63058",,44972,,,FRANQUEADO,30,,RUA ANTONIO BORDIN,394557,PARQUE DONA ESTHER,12711,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18330,CTO-CMP-00906,6-0,17-07,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,185787","-22,626202",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00906,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,10,,RUA 1,396678,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18331,CTO-CMP-00907,1-1,17-07,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,186445","-22,626913",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00907,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,20,,RUA JOSE MORELLI,395883,BELA VISTA IV,12675,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18332,CTO-CMP-00908,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,185905","-22,627364",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00908,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,30,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18333,CTO-CMP-00909,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,185221","-22,62663",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00909,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,40,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18334,CTO-CMP-00910,1-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,185496","-22,627689",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00910,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,20,,RUA 4,396901,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18335,CTO-CMP-00911,1-0,17-07,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,184816","-22,626959",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00911,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,40,,RUA 4,1195401,RESIDENCIAL MONT BLANC,12732,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18336,CTO-CMP-00912,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,184745","-22,626697",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00912,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,10,,RUA JOSE GIACOMINI,395648,PARQUE DONA ESTHER,12711,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18337,CTO-CMP-00913,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,184929","-22,626309",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00913,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,120,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18338,CTO-CMP-00914,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,18418","-22,62628",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00914,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,140,,RUA 4,396901,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18339,CTO-CMP-00915,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,184346","-22,625696",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00915,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,160,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18340,CTO-CMP-00916,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,183413","-22,625458",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00916,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,90,,RUA 4,396901,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18341,CTO-CMP-00917,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,183848","-22,625161",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00917,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,200,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18342,CTO-CMP-00918,2-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,183241","-22,624718",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00918,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,240,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18343,CTO-CMP-00919,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,182714","-22,624721",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00919,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,100,,RUA 4,396901,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18344,CTO-CMP-00920,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,183146","-22,624402",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00920,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,220,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18345,CTO-CMP-00921,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,184131","-22,624424",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00921,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,100,,RUA 2,396896,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18346,CTO-CMP-00922,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,18343","-22,623665",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00922,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,140,,RUA 2,396896,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18347,CTO-CMP-00923,2-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,18265","-22,623858",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00923,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,200,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18348,CTO-CMP-00924,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,182277","-22,623179",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00924,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,230,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18349,CTO-CMP-00925,0-1 MARCIO ALEXANDRE SOUZA OLIVA        ,17-07,cto correta seria a de frente do condominio  CTO-CMP-00992,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,182593","-22,622787",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00925,EXISTENTE,Algar Telecom,"44699,63058",,2/27/2023,,,FRANQUEADO,100,,RUA 2,396896,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18350,CTO-CMP-00926,0-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,18183","-22,623555",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00926,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,200,,RUA 3,396899,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18351,CTO-CMP-00927,1-0,17-07,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,182259","-22,624183",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00927,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,50,,RUA 4,396901,RESIDENCIAL CIDADE JARDIM,12730,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18361,CTO-CMP-00928,,,não encontrei no geogrids,3,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,183431","-22,621675",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00928,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,58,,RUA EURAIDES SOUZA CERQUEIRA,395108,RESIDENCIAL SOUZA QUEIROZ,12733,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18390,CTO-CMP-00929,,,não encontrei no geogrids,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190541","-22,629559",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00929,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,248,,RUA PONCIANO TONUSSI,396409,PARQUE DONA ESTHER,12711,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18403,CTO-CMP-00930,,,não encontrei no geogrids,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,187786","-22,62943",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00930,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,379,,RUA JOAQUIM TOLEDO DA SILVA,395634,JACINTO HACKEL FREN AUN,12685,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA18771,CTO-CMP-00931,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
N1226,CTO-CMP-00932,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,186781","-22,644281",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00932,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1226,,RUA FRANCISCO CEZARIO DE AZEVEDO,395349,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N1108,CTO-CMP-00933,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,187463","-22,64373",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00933,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1118,,RUA FRANCISCO CEZARIO DE AZEVEDO,395349,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N0921,CTO-CMP-00934,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,189049","-22,642457",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00934,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,911,,RUA FRANCISCO CEZARIO DE AZEVEDO,395349,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N1128,CTO-CMP-00935,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,188293","-22,643071",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00935,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1026,,RUA FRANCISCO CEZARIO DE AZEVEDO,395349,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
N0503 ,CTO-CMP-00936,TA19550,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,187845","-22,64444",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00936,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,537,,RUA JOSE MORAIS,395882,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19551,CTO-CMP-00937,,,não encontrei no geogrids,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176873","-22,64216",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00937,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,64,,RUA ATILIO ZACHI,394813,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
TA19552,CTO-CMP-00938,,,não encontrei no geogrids,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176236","-22,641501",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00938,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,87,,RUA MIGUEL FIADONI,396140,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
